Drug1,Drug2,cell,drug1_db,drug2_db,synergy
ANASTROZOLE,IMIQUIMOD,NCIH460,DB01217,DB00724,4.48
RALOXIFENE,HYDROXYUREA,MALME3M,DB00481,DB01005,0.41
LAPATINIB,THALIDOMIDE,A549,DB01259,DB01041,2.34
RALOXIFENE,BORTEZOMIB,HL60,DB00481,DB00188,18.12
IMIQUIMOD,TOPOTECAN HYDROCHLORIDE,HCT116,DB00724,DB01030,6.75
LETROZOLE,BORTEZOMIB,HCT15,DB01006,DB00188,0.38
PACLITAXEL,ZOLEDRONIC ACID,RPMI8226,DB01229,DB00399,-2.2
RALOXIFENE,VANDETANIB,NCIH23,DB00481,DB05294,2.49
IMATINIB,SUNITINIB,MCF7,DB00619,DB01268,1.26
IMATINIB,DOCETAXEL,NCIH522,DB00619,DB01248,13.17
TRETINOIN,IXABEPILONE,HT29,DB00755,DB04845,0.79
TRETINOIN,SUNITINIB,DU145,DB00755,DB01268,-1.14
PEMETREXED,BLEOMYCIN,NCIH23,DB00642,DB00290,-1.27
HYDROXYUREA,THALIDOMIDE,A498,DB01005,DB01041,2.23
IMATINIB,AZACYTIDINE,PC3,DB00619,DB00928,0.42
PACLITAXEL,ARSENIC TRIOXIDE,KM12,DB01229,DB01169,-6.33
LETROZOLE,HYDROXYUREA,SW620,DB01006,DB01005,-3.82
TRETINOIN,AMIFOSTINE,MALME3M,DB00755,DB01143,-3.41
CYTARABINE HYDROCHLORIDE,AMIFOSTINE,RPMI8226,DB00987,DB01143,-0.87
RALOXIFENE,TOPOTECAN HYDROCHLORIDE,PC3,DB00481,DB01030,-4.57
METHOTREXATE,ALLOPURINOL,LOXIMVI,DB00563,DB00437,3.18
TRETINOIN,METHOXSALEN,NCIH226,DB00755,DB00553,0.69
DASATINIB,MITOTANE,MDAMB231,DB01254,DB00648,-5.44
METHOXSALEN,ARSENIC TRIOXIDE,UACC257,DB00553,DB01169,0.47
DACARBAZINE,BLEOMYCIN,A498,DB00851,DB00290,-0.86
TRETINOIN,NILOTINIB,KM12,DB00755,DB04868,5.9
TAMOXIFEN CITRATE,METHOXSALEN,SF295,DB00675,DB00553,2.28
DASATINIB,SUNITINIB,UACC62,DB01254,DB01268,0.39
LETROZOLE,CARMUSTINE,OVCAR8,DB01006,DB00262,-3.28
THALIDOMIDE,IMIQUIMOD,MDAMB468,DB01041,DB00724,5.24
PACLITAXEL,FULVESTRANT,MOLT4,DB01229,DB00947,7.84
DAUNORUBICIN HYDROCHLORIDE,DASATINIB,IGROV1,DB00694,DB01254,1.14
IMIQUIMOD,ERLOTINIB HYDROCHLORIDE,SKMEL28,DB00724,DB00530,1.24
TRETINOIN,PRALATREXATE,SW620,DB00755,DB06813,-0.65
DOCETAXEL,BORTEZOMIB,HT29,DB01248,DB00188,-4.85
PACLITAXEL,TOPOTECAN HYDROCHLORIDE,MCF7,DB01229,DB01030,-11.12
SUNITINIB,METHOXSALEN,U251MG,DB01268,DB00553,1.21
LAPATINIB,ALLOPURINOL,OVCAR8,DB01259,DB00437,-1.45
RALOXIFENE,TAMOXIFEN CITRATE,HT29,DB00481,DB00675,2.37
DOCETAXEL,DASATINIB,SKOV3,DB01248,DB01254,-7.03
RALOXIFENE,ZOLEDRONIC ACID,SKOV3,DB00481,DB00399,2.12
RALOXIFENE,IMIQUIMOD,MOLT4,DB00481,DB00724,2.66
CYTARABINE HYDROCHLORIDE,MITOTANE,NCIH23,DB00987,DB00648,0.67
HYDROXYUREA,MERCAPTOPURINE,MALME3M,DB01005,DB01033,-8.67
TRETINOIN,QUINACRINE HYDROCHLORIDE,SNB19,DB00755,DB01103,-2.98
IMIQUIMOD,IXABEPILONE,K562,DB00724,DB04845,1.03
DASATINIB,THALIDOMIDE,MALME3M,DB01254,DB01041,4.31
FLUDARABINE BASE,IMIQUIMOD,SF295,DB01073,DB00724,-2.09
DASATINIB,METHOXSALEN,BT549,DB01254,DB00553,-5.5
LETROZOLE,AZACYTIDINE,OVCAR4,DB01006,DB00928,-3.71
ZOLEDRONIC ACID,PRALATREXATE,NCIH23,DB00399,DB06813,-9.08
METHOXSALEN,AMIFOSTINE,CAKI1,DB00553,DB01143,-0.23
CELECOXIB,DASATINIB,HS578T,DB00482,DB01254,2.28
SORAFENIB,CARMUSTINE,ACHN,DB00398,DB00262,3.22
IMATINIB,ARSENIC TRIOXIDE,NCIH322,DB00619,DB01169,-3.77
TAMOXIFEN CITRATE,DOCETAXEL,RPMI8226,DB00675,DB01248,31.23
ANASTROZOLE,METHOXSALEN,SKMEL28,DB01217,DB00553,2.88
HYDROXYUREA,PRALATREXATE,NCIH522,DB01005,DB06813,-0.26
SUNITINIB,MERCAPTOPURINE,HL60,DB01268,DB01033,-3.3
CYTARABINE HYDROCHLORIDE,HYDROXYUREA,KM12,DB00987,DB01005,-2.01
TRETINOIN,MERCAPTOPURINE,MDAMB231,DB00755,DB01033,-3.43
NILOTINIB,ARSENIC TRIOXIDE,NCIH460,DB04868,DB01169,0.81
MITOTANE,METHOTREXATE,ACHN,DB00648,DB00563,0.84
PRALATREXATE,METHOXSALEN,IGROV1,DB06813,DB00553,0.97
LETROZOLE,MERCAPTOPURINE,SKOV3,DB01006,DB01033,-12.68
FLUDARABINE BASE,BLEOMYCIN,IGROV1,DB01073,DB00290,-4.76
ANASTROZOLE,ALLOPURINOL,NCIH460,DB01217,DB00437,-4.23
FULVESTRANT,TOPOTECAN HYDROCHLORIDE,SF295,DB00947,DB01030,-3.34
PRALATREXATE,MERCAPTOPURINE,SF295,DB06813,DB01033,-1.68
MITOTANE,FULVESTRANT,SNB19,DB00648,DB00947,0.25
IMIQUIMOD,TOPOTECAN HYDROCHLORIDE,RPMI8226,DB00724,DB01030,-8.56
GEFITINIB,DASATINIB,ACHN,DB00317,DB01254,-0.5
LETROZOLE,METHOXSALEN,HCT116,DB01006,DB00553,1.96
AZACYTIDINE,IMIQUIMOD,SKOV3,DB00928,DB00724,-1.1
FULVESTRANT,IXABEPILONE,COLO205,DB00947,DB04845,2.88
CARMUSTINE,BORTEZOMIB,OVCAR4,DB00262,DB00188,-0.14
TAMOXIFEN CITRATE,FULVESTRANT,HCT116,DB00675,DB00947,-1.81
ALLOPURINOL,IXABEPILONE,UACC62,DB00437,DB04845,2.86
DASATINIB,PRALATREXATE,786O,DB01254,DB06813,-2.33
RALOXIFENE,METHOTREXATE,A498,DB00481,DB00563,-5.56
CELECOXIB,ANASTROZOLE,MDAMB231,DB00482,DB01217,-1.04
FLUDARABINE BASE,THALIDOMIDE,ACHN,DB01073,DB01041,3.24
MITOTANE,METHOXSALEN,OVCAR8,DB00648,DB00553,-2.07
IMIQUIMOD,IXABEPILONE,UACC257,DB00724,DB04845,3.99
SORAFENIB,PRALATREXATE,HS578T,DB00398,DB06813,-0.11
DACARBAZINE,AMIFOSTINE,T47D,DB00851,DB01143,8.66
LETROZOLE,BLEOMYCIN,SKMEL5,DB01006,DB00290,-6.95
TAMOXIFEN CITRATE,NILOTINIB,SKMEL28,DB00675,DB04868,0.16
DOCETAXEL,METHOXSALEN,T47D,DB01248,DB00553,-6.27
HYDROXYUREA,ARSENIC TRIOXIDE,DU145,DB01005,DB01169,-1.2
TAMOXIFEN CITRATE,HYDROXYUREA,T47D,DB00675,DB01005,1.66
ANASTROZOLE,DOCETAXEL,NCIH226,DB01217,DB01248,-1.3
ZOLEDRONIC ACID,HYDROXYUREA,ACHN,DB00399,DB01005,-1.66
METHOTREXATE,IMIQUIMOD,MDAMB468,DB00563,DB00724,0.73
PACLITAXEL,LAPATINIB,KM12,DB01229,DB01259,22.71
SUNITINIB,BORTEZOMIB,A549,DB01268,DB00188,-0.86
BLEOMYCIN,FULVESTRANT,A498,DB00290,DB00947,-9.88
LAPATINIB,HYDROXYUREA,UACC257,DB01259,DB01005,0.57
SORAFENIB,METHOXSALEN,MCF7,DB00398,DB00553,2.34
ERLOTINIB HYDROCHLORIDE,BORTEZOMIB,BT549,DB00530,DB00188,19.35
RALOXIFENE,CABAZITAXEL,BT549,DB00481,DB06772,2.65
IXABEPILONE,ARSENIC TRIOXIDE,NCIH460,DB04845,DB01169,0.23
TAMOXIFEN CITRATE,ZOLEDRONIC ACID,K562,DB00675,DB00399,-5.03
BLEOMYCIN,THALIDOMIDE,MDAMB468,DB00290,DB01041,-5.25
PACLITAXEL,METHOXSALEN,MDAMB468,DB01229,DB00553,7.14
ALLOPURINOL,TOPOTECAN HYDROCHLORIDE,NCIH226,DB00437,DB01030,-2.63
ALLOPURINOL,AMIFOSTINE,IGROV1,DB00437,DB01143,0.79
FLUDARABINE BASE,MERCAPTOPURINE,K562,DB01073,DB01033,-0.42
AZACYTIDINE,FULVESTRANT,PC3,DB00928,DB00947,-3.48
SUNITINIB,ANASTROZOLE,CAKI1,DB01268,DB01217,-2.74
DASATINIB,MERCAPTOPURINE,A498,DB01254,DB01033,16.28
CYTARABINE HYDROCHLORIDE,IXABEPILONE,786O,DB00987,DB04845,-6.11
TRETINOIN,IMIQUIMOD,A549,DB00755,DB00724,4.18
DOCETAXEL,BORTEZOMIB,UACC62,DB01248,DB00188,-6.92
LETROZOLE,QUINACRINE HYDROCHLORIDE,MDAMB468,DB01006,DB01103,-2.68
CYTARABINE HYDROCHLORIDE,ERLOTINIB HYDROCHLORIDE,OVCAR4,DB00987,DB00530,-2.85
LETROZOLE,METHOTREXATE,786O,DB01006,DB00563,24.27
NILOTINIB,TOPOTECAN HYDROCHLORIDE,A498,DB04868,DB01030,-4.18
PACLITAXEL,IXABEPILONE,ACHN,DB01229,DB04845,-2.71
PRALATREXATE,QUINACRINE HYDROCHLORIDE,SKOV3,DB06813,DB01103,-6.82
MERCAPTOPURINE,NILOTINIB,HCT15,DB01033,DB04868,-1
SUNITINIB,ARSENIC TRIOXIDE,SNB19,DB01268,DB01169,0.57
DASATINIB,SUNITINIB,HCT116,DB01254,DB01268,0.52
TAMOXIFEN CITRATE,CARMUSTINE,OVCAR4,DB00675,DB00262,0.62
ZOLEDRONIC ACID,METHOTREXATE,SW620,DB00399,DB00563,4.61
RALOXIFENE,IXABEPILONE,RPMI8226,DB00481,DB04845,9.12
GEFITINIB,BLEOMYCIN,MDAMB468,DB00317,DB00290,-4.9
ANASTROZOLE,NILOTINIB,BT549,DB01217,DB04868,0.34
SUNITINIB,PRALATREXATE,IGROV1,DB01268,DB06813,0.98
METHOTREXATE,AMIFOSTINE,UACC62,DB00563,DB01143,-2.32
FULVESTRANT,AMIFOSTINE,BT549,DB00947,DB01143,1.16
DOCETAXEL,ARSENIC TRIOXIDE,UACC257,DB01248,DB01169,-3.27
RALOXIFENE,ABIRATERONE,SKMEL2,DB00481,DB05812,2.23
SORAFENIB,ZOLEDRONIC ACID,SKMEL5,DB00398,DB00399,4.47
FLUDARABINE BASE,HYDROXYUREA,MCF7,DB01073,DB01005,1.07
TAMOXIFEN CITRATE,SUNITINIB,ACHN,DB00675,DB01268,0.02
IMIQUIMOD,BORTEZOMIB,NCIH322,DB00724,DB00188,-6.09
DASATINIB,BORTEZOMIB,HCT116,DB01254,DB00188,-2.11
NILOTINIB,PRALATREXATE,ACHN,DB04868,DB06813,5.47
CELECOXIB,FULVESTRANT,SKMEL28,DB00482,DB00947,5.47
TRETINOIN,CARMUSTINE,SW620,DB00755,DB00262,-3.21
5-FU,METHOTREXATE,RPMI8226,DB00544,DB00563,-1.97
CYTARABINE HYDROCHLORIDE,ALLOPURINOL,SNB19,DB00987,DB00437,-0.39
DASATINIB,SORAFENIB,OVCAR8,DB01254,DB00398,-2.25
MITOXANTRONE,BLEOMYCIN,HCT15,DB01204,DB00290,5.58
TOPOTECAN HYDROCHLORIDE,ARSENIC TRIOXIDE,NCIH460,DB01030,DB01169,-4.58
FULVESTRANT,METHOTREXATE,NCIH522,DB00947,DB00563,0.67
TAMOXIFEN CITRATE,AZACYTIDINE,DU145,DB00675,DB00928,-6.77
IMATINIB,HYDROXYUREA,PC3,DB00619,DB01005,0.42
IMATINIB,MITOTANE,SKMEL28,DB00619,DB00648,10.03
METHOXSALEN,AMIFOSTINE,HCT15,DB00553,DB01143,2.12
RALOXIFENE,METHOXSALEN,NCIH460,DB00481,DB00553,6.4
FULVESTRANT,TOPOTECAN HYDROCHLORIDE,OVCAR8,DB00947,DB01030,-5.56
ANASTROZOLE,METHOTREXATE,HL60,DB01217,DB00563,5.15
MITOTANE,AMIFOSTINE,A549,DB00648,DB01143,-0.21
IMATINIB,NILOTINIB,U251MG,DB00619,DB04868,-2.15
FULVESTRANT,QUINACRINE HYDROCHLORIDE,MALME3M,DB00947,DB01103,-1.9
DASATINIB,ALLOPURINOL,NCIH322,DB01254,DB00437,-3.5
FLUDARABINE BASE,PACLITAXEL,OVCAR4,DB01073,DB01229,1.11
HYDROXYUREA,ANASTROZOLE,SKMEL5,DB01005,DB01217,5.13
FLUDARABINE BASE,QUINACRINE HYDROCHLORIDE,NCIH460,DB01073,DB01103,-1.98
NILOTINIB,TOPOTECAN HYDROCHLORIDE,SKMEL28,DB04868,DB01030,-3.96
NILOTINIB,CARMUSTINE,HT29,DB04868,DB00262,2.45
PACLITAXEL,IMIQUIMOD,HCT116,DB01229,DB00724,21.49
CELECOXIB,QUINACRINE HYDROCHLORIDE,NCIH23,DB00482,DB01103,-6
LAPATINIB,ZOLEDRONIC ACID,MDAMB231,DB01259,DB00399,1.86
TRETINOIN,MERCAPTOPURINE,RPMI8226,DB00755,DB01033,-7.14
AZACYTIDINE,BLEOMYCIN,NCIH226,DB00928,DB00290,-8.5
PACLITAXEL,CARMUSTINE,786O,DB01229,DB00262,-0.06
CELECOXIB,METHOXSALEN,HCT116,DB00482,DB00553,2.61
GEFITINIB,AMIFOSTINE,MALME3M,DB00317,DB01143,-11.3
LOMUSTINE,DASATINIB,SF295,DB01206,DB01254,-2.68
DASATINIB,ALLOPURINOL,UACC257,DB01254,DB00437,-0.59
MERCAPTOPURINE,METHOXSALEN,IGROV1,DB01033,DB00553,9.1
HYDROXYUREA,ALLOPURINOL,NCIH23,DB01005,DB00437,-0.59
CYTARABINE HYDROCHLORIDE,TRETINOIN,A549,DB00987,DB00755,-6.01
MERCAPTOPURINE,TOPOTECAN HYDROCHLORIDE,SW620,DB01033,DB01030,-1.49
BLEOMYCIN,ARSENIC TRIOXIDE,SKOV3,DB00290,DB01169,-6.45
CELECOXIB,BORTEZOMIB,SNB19,DB00482,DB00188,1.55
PAZOPANIB HYDROCHLORIDE,IXABEPILONE,MOLT4,DB06589,DB04845,-3.32
BLEOMYCIN,MERCAPTOPURINE,OVCAR4,DB00290,DB01033,-1.83
BLEOMYCIN,ARSENIC TRIOXIDE,A498,DB00290,DB01169,-0.01
QUINACRINE HYDROCHLORIDE,THALIDOMIDE,HCT116,DB01103,DB01041,6.7
DASATINIB,IXABEPILONE,CAKI1,DB01254,DB04845,-3.77
AZACYTIDINE,ANASTROZOLE,OVCAR4,DB00928,DB01217,-2.72
LOMUSTINE,AMIFOSTINE,OVCAR4,DB01206,DB01143,-1.07
ANASTROZOLE,IMIQUIMOD,A498,DB01217,DB00724,0.36
MITOTANE,AMIFOSTINE,HL60,DB00648,DB01143,0.26
NILOTINIB,AMIFOSTINE,T47D,DB04868,DB01143,-0.34
DASATINIB,ZOLEDRONIC ACID,SNB19,DB01254,DB00399,-1.34
AZACYTIDINE,ERLOTINIB HYDROCHLORIDE,SKOV3,DB00928,DB00530,-4.89
FLUDARABINE BASE,BLEOMYCIN,K562,DB01073,DB00290,-1.61
LETROZOLE,DASATINIB,HS578T,DB01006,DB01254,0.68
TRETINOIN,TAMOXIFEN CITRATE,NCIH460,DB00755,DB00675,0.86
PRALATREXATE,TOPOTECAN HYDROCHLORIDE,NCIH226,DB06813,DB01030,-1.83
HYDROXYUREA,TOPOTECAN HYDROCHLORIDE,HL60,DB01005,DB01030,-1.29
TRETINOIN,HYDROXYUREA,SKMEL2,DB00755,DB01005,9.91
MITOTANE,ARSENIC TRIOXIDE,RPMI8226,DB00648,DB01169,4.06
CELECOXIB,SUNITINIB,ACHN,DB00482,DB01268,-0.45
LAPATINIB,METHOTREXATE,HL60,DB01259,DB00563,-2.01
FLUDARABINE BASE,ERLOTINIB HYDROCHLORIDE,SW620,DB01073,DB00530,-3.57
MERCAPTOPURINE,METHOXSALEN,HCT15,DB01033,DB00553,-6.74
TRETINOIN,AMIFOSTINE,NCIH460,DB00755,DB01143,1.67
METHOTREXATE,IMATINIB,HS578T,DB00563,DB00619,-6.61
LOMUSTINE,BLEOMYCIN,ACHN,DB01206,DB00290,-6.38
PRALATREXATE,QUINACRINE HYDROCHLORIDE,MDAMB468,DB06813,DB01103,-9.01
QUINACRINE HYDROCHLORIDE,IMIQUIMOD,HCT116,DB01103,DB00724,19.32
LAPATINIB,SORAFENIB,SNB19,DB01259,DB00398,-2.68
LETROZOLE,AZACYTIDINE,NCIH226,DB01006,DB00928,-2.86
MITOTANE,ARSENIC TRIOXIDE,MDAMB231,DB00648,DB01169,0.33
FLUDARABINE BASE,LAPATINIB,MALME3M,DB01073,DB01259,-1.05
MITOTANE,BORTEZOMIB,MDAMB231,DB00648,DB00188,-2.95
BLEOMYCIN,ARSENIC TRIOXIDE,COLO205,DB00290,DB01169,0.42
MITOTANE,IMIQUIMOD,ACHN,DB00648,DB00724,-3.72
SUNITINIB,IXABEPILONE,OVCAR4,DB01268,DB04845,4.26
SUNITINIB,PRALATREXATE,BT549,DB01268,DB06813,2.57
METHOTREXATE,QUINACRINE HYDROCHLORIDE,SNB19,DB00563,DB01103,-5.32
SORAFENIB,ARSENIC TRIOXIDE,PC3,DB00398,DB01169,-7.84
SUNITINIB,MITOTANE,786O,DB01268,DB00648,0.62
LOMUSTINE,BLEOMYCIN,SNB19,DB01206,DB00290,-5.58
LETROZOLE,DASATINIB,MCF7,DB01006,DB01254,2.13
METHOTREXATE,MERCAPTOPURINE,SKMEL2,DB00563,DB01033,6.85
FULVESTRANT,PRALATREXATE,ACHN,DB00947,DB06813,1.37
LETROZOLE,SUNITINIB,DU145,DB01006,DB01268,2.43
RALOXIFENE,METHOXSALEN,OVCAR8,DB00481,DB00553,1.02
PACLITAXEL,THALIDOMIDE,KM12,DB01229,DB01041,-2.08
ERLOTINIB HYDROCHLORIDE,BORTEZOMIB,MALME3M,DB00530,DB00188,8.3
TRETINOIN,SUNITINIB,LOXIMVI,DB00755,DB01268,2.74
METHOTREXATE,QUINACRINE HYDROCHLORIDE,NCIH226,DB00563,DB01103,-0.21
DASATINIB,ANASTROZOLE,SKMEL28,DB01254,DB01217,-3.24
IMATINIB,AZACYTIDINE,786O,DB00619,DB00928,-6.99
FLUDARABINE BASE,CARMUSTINE,CAKI1,DB01073,DB00262,-10.8
TAMOXIFEN CITRATE,METHOXSALEN,LOXIMVI,DB00675,DB00553,5.35
FULVESTRANT,METHOXSALEN,ACHN,DB00947,DB00553,2.19
TRETINOIN,LAPATINIB,NCIH460,DB00755,DB01259,0.88
PRALATREXATE,MERCAPTOPURINE,SKMEL28,DB06813,DB01033,-3.85
RALOXIFENE,QUINACRINE HYDROCHLORIDE,HL60,DB00481,DB01103,11.28
CELECOXIB,THALIDOMIDE,T47D,DB00482,DB01041,2.55
ANASTROZOLE,DOCETAXEL,DU145,DB01217,DB01248,-1.87
SORAFENIB,ZOLEDRONIC ACID,A549,DB00398,DB00399,2.54
CYTARABINE HYDROCHLORIDE,AMIFOSTINE,NCIH23,DB00987,DB01143,-0.01
ANASTROZOLE,AZACYTIDINE,T47D,DB01217,DB00928,-4.18
PACLITAXEL,SUNITINIB,MALME3M,DB01229,DB01268,-7.68
HYDROXYUREA,QUINACRINE HYDROCHLORIDE,HS578T,DB01005,DB01103,-0.91
DOCETAXEL,QUINACRINE HYDROCHLORIDE,HCT116,DB01248,DB01103,1.43
TRETINOIN,IXABEPILONE,SF295,DB00755,DB04845,5.45
MERCAPTOPURINE,ALLOPURINOL,BT549,DB01033,DB00437,-10.12
TRETINOIN,BLEOMYCIN,NCIH226,DB00755,DB00290,-4.77
RALOXIFENE,ZOLEDRONIC ACID,HCT116,DB00481,DB00399,0.97
RALOXIFENE,PAZOPANIB HYDROCHLORIDE,HL60,DB00481,DB06589,19.81
MITOTANE,IMIQUIMOD,HS578T,DB00648,DB00724,0.34
TRETINOIN,TAMOXIFEN CITRATE,DU145,DB00755,DB00675,-1.75
MERCAPTOPURINE,NILOTINIB,NCIH522,DB01033,DB04868,-3.53
DAUNORUBICIN HYDROCHLORIDE,DASATINIB,KM12,DB00694,DB01254,-6.7
LETROZOLE,ANASTROZOLE,HCT15,DB01006,DB01217,17.93
TAMOXIFEN CITRATE,HYDROXYUREA,NCIH460,DB00675,DB01005,-1.39
LAPATINIB,ARSENIC TRIOXIDE,OVCAR8,DB01259,DB01169,-1.47
LETROZOLE,ANASTROZOLE,SW620,DB01006,DB01217,-6.51
RALOXIFENE,AZACYTIDINE,HS578T,DB00481,DB00928,1.76
MERCAPTOPURINE,IMIQUIMOD,BT549,DB01033,DB00724,6.05
FLUDARABINE BASE,IMATINIB,OVCAR4,DB01073,DB00619,-1.84
MITOTANE,IMIQUIMOD,HT29,DB00648,DB00724,-2.19
ANASTROZOLE,THALIDOMIDE,786O,DB01217,DB01041,-1.99
TAMOXIFEN CITRATE,PRALATREXATE,UACC257,DB00675,DB06813,4.72
METHOXSALEN,BORTEZOMIB,NCIH226,DB00553,DB00188,2.75
RALOXIFENE,FULVESTRANT,HS578T,DB00481,DB00947,3.31
LAPATINIB,PRALATREXATE,ACHN,DB01259,DB06813,-3.77
LETROZOLE,ARSENIC TRIOXIDE,NCIH226,DB01006,DB01169,0.55
FLUDARABINE BASE,SORAFENIB,MOLT4,DB01073,DB00398,2.08
GEFITINIB,METHOTREXATE,SKOV3,DB00317,DB00563,-2.55
NILOTINIB,IMIQUIMOD,SNB19,DB04868,DB00724,0.45
IMATINIB,PRALATREXATE,NCIH322,DB00619,DB06813,0.63
MITOXANTRONE,BLEOMYCIN,HL60,DB01204,DB00290,6.06
TAMOXIFEN CITRATE,SORAFENIB,UACC62,DB00675,DB00398,3.14
GEFITINIB,AMIFOSTINE,MDAMB468,DB00317,DB01143,-2.39
IMATINIB,TOPOTECAN HYDROCHLORIDE,OVCAR4,DB00619,DB01030,-5.27
FULVESTRANT,ERLOTINIB HYDROCHLORIDE,RPMI8226,DB00947,DB00530,3.28
SORAFENIB,AMIFOSTINE,IGROV1,DB00398,DB01143,1.67
RALOXIFENE,PAZOPANIB HYDROCHLORIDE,SW620,DB00481,DB06589,3.15
HYDROXYUREA,ERLOTINIB HYDROCHLORIDE,MDAMB231,DB01005,DB00530,-4.17
ALLOPURINOL,BORTEZOMIB,SKMEL28,DB00437,DB00188,3.55
CYTARABINE HYDROCHLORIDE,PRALATREXATE,UACC257,DB00987,DB06813,0.22
LAPATINIB,ARSENIC TRIOXIDE,U251MG,DB01259,DB01169,-0.7
LAPATINIB,MERCAPTOPURINE,UACC62,DB01259,DB01033,-17.7
PACLITAXEL,IXABEPILONE,CAKI1,DB01229,DB04845,-2.65
FLUDARABINE BASE,NILOTINIB,NCIH23,DB01073,DB04868,3.72
PACLITAXEL,FULVESTRANT,HCT15,DB01229,DB00947,-2.69
LETROZOLE,ZOLEDRONIC ACID,786O,DB01006,DB00399,6.23
MERCAPTOPURINE,NILOTINIB,NCIH460,DB01033,DB04868,-0.78
HYDROXYUREA,THALIDOMIDE,HS578T,DB01005,DB01041,0.29
CELECOXIB,SUNITINIB,SF295,DB00482,DB01268,1.94
TRETINOIN,PRALATREXATE,NCIH460,DB00755,DB06813,3.71
SUNITINIB,SORAFENIB,IGROV1,DB01268,DB00398,-0.84
NILOTINIB,QUINACRINE HYDROCHLORIDE,COLO205,DB04868,DB01103,3.59
LAPATINIB,ALLOPURINOL,KM12,DB01259,DB00437,6.91
LAPATINIB,MITOTANE,ACHN,DB01259,DB00648,-3.57
METHOTREXATE,NILOTINIB,MDAMB468,DB00563,DB04868,2.64
DAUNORUBICIN HYDROCHLORIDE,DASATINIB,OVCAR8,DB00694,DB01254,3.76
SUNITINIB,MERCAPTOPURINE,ACHN,DB01268,DB01033,1.17
RALOXIFENE,LETROZOLE,KM12,DB00481,DB01006,5.41
PACLITAXEL,FULVESTRANT,SKMEL28,DB01229,DB00947,0.89
METHOTREXATE,CYTARABINE HYDROCHLORIDE,COLO205,DB00563,DB00987,-6.03
CELECOXIB,ERLOTINIB HYDROCHLORIDE,HCT116,DB00482,DB00530,-0.91
TAMOXIFEN CITRATE,SORAFENIB,IGROV1,DB00675,DB00398,-1.87
CYTARABINE HYDROCHLORIDE,ZOLEDRONIC ACID,SW620,DB00987,DB00399,-0.06
CELECOXIB,ERLOTINIB HYDROCHLORIDE,SKOV3,DB00482,DB00530,-4.25
TOPOTECAN HYDROCHLORIDE,ERLOTINIB HYDROCHLORIDE,T47D,DB01030,DB00530,4.12
RALOXIFENE,DASATINIB,NCIH460,DB00481,DB01254,6.77
METHOTREXATE,METHOXSALEN,OVCAR4,DB00563,DB00553,-2.42
QUINACRINE HYDROCHLORIDE,METHOXSALEN,SKOV3,DB01103,DB00553,-1.11
ANASTROZOLE,BORTEZOMIB,OVCAR4,DB01217,DB00188,0.71
BLEOMYCIN,ARSENIC TRIOXIDE,ACHN,DB00290,DB01169,-4.16
METHOTREXATE,NILOTINIB,A549,DB00563,DB04868,1.31
DOCETAXEL,TOPOTECAN HYDROCHLORIDE,UACC62,DB01248,DB01030,-5.01
IMATINIB,AMIFOSTINE,ACHN,DB00619,DB01143,3.04
PACLITAXEL,SUNITINIB,HCT15,DB01229,DB01268,-2.17
RALOXIFENE,HYDROXYUREA,NCIH522,DB00481,DB01005,-1.27
TRETINOIN,DASATINIB,LOXIMVI,DB00755,DB01254,4.32
NILOTINIB,ERLOTINIB HYDROCHLORIDE,786O,DB04868,DB00530,-0.6
QUINACRINE HYDROCHLORIDE,ERLOTINIB HYDROCHLORIDE,NCIH522,DB01103,DB00530,-1.85
PEMETREXED,BLEOMYCIN,SKMEL28,DB00642,DB00290,-2.18
MEGESTROL ACETATE,METHOTREXATE,RPMI8226,DB00351,DB00563,-0.58
RALOXIFENE,QUINACRINE HYDROCHLORIDE,SW620,DB00481,DB01103,2.49
DASATINIB,ALLOPURINOL,LOXIMVI,DB01254,DB00437,-5.34
SUNITINIB,METHOTREXATE,PC3,DB01268,DB00563,1.14
SORAFENIB,IXABEPILONE,UACC257,DB00398,DB04845,7.86
ZOLEDRONIC ACID,METHOTREXATE,SKOV3,DB00399,DB00563,-1.06
NILOTINIB,ZOLEDRONIC ACID,786O,DB04868,DB00399,1.99
RALOXIFENE,MEGESTROL ACETATE,T47D,DB00481,DB00351,-9.53
ANASTROZOLE,THALIDOMIDE,MALME3M,DB01217,DB01041,10.67
DACARBAZINE,BLEOMYCIN,786O,DB00851,DB00290,-2
DOCETAXEL,CARMUSTINE,KM12,DB01248,DB00262,-7.35
RALOXIFENE,SUNITINIB,786O,DB00481,DB01268,2.84
GEFITINIB,AMIFOSTINE,HCT15,DB00317,DB01143,-6.58
PACLITAXEL,FULVESTRANT,A549,DB01229,DB00947,-1.89
CYTARABINE HYDROCHLORIDE,IMATINIB,PC3,DB00987,DB00619,-2.74
DOCETAXEL,AMIFOSTINE,IGROV1,DB01248,DB01143,7.23
PACLITAXEL,CARMUSTINE,SW620,DB01229,DB00262,-3.78
RALOXIFENE,ANASTROZOLE,SKMEL5,DB00481,DB01217,5.2
ZOLEDRONIC ACID,BLEOMYCIN,CAKI1,DB00399,DB00290,-1.63
TAMOXIFEN CITRATE,ARSENIC TRIOXIDE,SKOV3,DB00675,DB01169,-5.75
RALOXIFENE,FLUDARABINE BASE,NCIH460,DB00481,DB01073,3.65
